solver,throughput,theory,family
cvc5-1.1.2,5.2218674470716,FP,CVC4/5
z3-4.10.0,3.79882964258139,FP,Z3
z3-4.10.1,3.80504878789296,FP,Z3
z3-4.10.2,3.77362903335137,FP,Z3
z3-4.11.0,3.77607627498235,FP,Z3
z3-4.11.2,3.80862005988213,FP,Z3
z3-4.12.0,3.75384284170934,FP,Z3
z3-4.12.1,3.79093068358349,FP,Z3
z3-4.12.2,3.38289357391065,FP,Z3
z3-4.12.3,3.96317329161671,FP,Z3
z3-4.12.4,3.95097182088504,FP,Z3
z3-4.12.5,3.95459076354116,FP,Z3
z3-4.12.6,3.98622575809005,FP,Z3
z3-4.13.0,3.9598930699035,FP,Z3
z3-4.5.0,3.7813545136163,FP,Z3
z3-4.6.0,3.52294783780485,FP,Z3
z3-4.7.1,3.49218452839059,FP,Z3
z3-4.8.1,4.92020869939185,FP,Z3
z3-4.8.10,3.85260688097827,FP,Z3
z3-4.8.11,3.67142032134808,FP,Z3
z3-4.8.12,3.68598135723525,FP,Z3
z3-4.8.13,3.77984508305573,FP,Z3
z3-4.8.14,3.79771403228863,FP,Z3
z3-4.8.15,3.79783558215077,FP,Z3
z3-4.8.16,3.79302936455848,FP,Z3
z3-4.8.17,3.79077416355032,FP,Z3
z3-4.8.3,4.92174205194211,FP,Z3
z3-4.8.4,5.07142757513146,FP,Z3
z3-4.8.5,3.50744401745935,FP,Z3
z3-4.8.6,3.68272648946612,FP,Z3
z3-4.8.7,3.84124569110551,FP,Z3
z3-4.8.8,3.83503249299318,FP,Z3
z3-4.8.9,3.5457207101572,FP,Z3
z3-4.9.0,3.82128169427764,FP,Z3
z3-4.9.1,3.82606958957903,FP,Z3
cvc4-1.5,216.890034390159,Ints,CVC4/5
cvc4-1.6,230.801055643743,Ints,CVC4/5
cvc4-1.7,223.696666880432,Ints,CVC4/5
cvc4-1.8,207.839376904144,Ints,CVC4/5
cvc5-0.0.10,185.915425829171,Ints,CVC4/5
cvc5-0.0.11,186.119661592548,Ints,CVC4/5
cvc5-0.0.12,186.759611441602,Ints,CVC4/5
cvc5-0.0.2,203.811409184564,Ints,CVC4/5
cvc5-0.0.3,203.503754519846,Ints,CVC4/5
cvc5-0.0.4,202.24348261527,Ints,CVC4/5
cvc5-0.0.5,199.552274969864,Ints,CVC4/5
cvc5-0.0.6,199.539179419662,Ints,CVC4/5
cvc5-0.0.7,199.940138149004,Ints,CVC4/5
cvc5-0.0.8,185.58239066814,Ints,CVC4/5
cvc5-1.0.0,186.231413745058,Ints,CVC4/5
cvc5-1.0.1,183.170787118424,Ints,CVC4/5
cvc5-1.0.2,183.198510802316,Ints,CVC4/5
cvc5-1.0.3,182.638247792719,Ints,CVC4/5
cvc5-1.0.4,180.420803934064,Ints,CVC4/5
cvc5-1.0.5,180.813111456019,Ints,CVC4/5
cvc5-1.0.6,187.761676095861,Ints,CVC4/5
cvc5-1.0.7,186.645997930219,Ints,CVC4/5
cvc5-1.0.8,185.796858357216,Ints,CVC4/5
cvc5-1.0.9,188.651934004776,Ints,CVC4/5
cvc5-1.1.0,188.814427674702,Ints,CVC4/5
cvc5-1.1.1,188.427440164833,Ints,CVC4/5
cvc5-1.1.2,184.876179762372,Ints,CVC4/5
z3-4.10.0,61.0027068655431,Ints,Z3
z3-4.10.1,61.0812003364859,Ints,Z3
z3-4.10.2,60.8838167427726,Ints,Z3
z3-4.11.0,60.5141227062078,Ints,Z3
z3-4.11.2,60.3595994814173,Ints,Z3
z3-4.12.0,57.1021490838892,Ints,Z3
z3-4.12.1,57.5755633911792,Ints,Z3
z3-4.12.2,54.1806207482445,Ints,Z3
z3-4.12.3,55.8215120053665,Ints,Z3
z3-4.12.4,55.775192364952,Ints,Z3
z3-4.12.5,55.464816424452,Ints,Z3
z3-4.12.6,55.9888639482563,Ints,Z3
z3-4.13.0,55.9067193729952,Ints,Z3
z3-4.5.0,120.652621632772,Ints,Z3
z3-4.6.0,112.15401432023,Ints,Z3
z3-4.7.1,96.6716618096078,Ints,Z3
z3-4.8.1,93.9723761521441,Ints,Z3
z3-4.8.10,97.3327893057442,Ints,Z3
z3-4.8.11,62.1178613936444,Ints,Z3
z3-4.8.12,62.6241024901822,Ints,Z3
z3-4.8.13,61.9674187541256,Ints,Z3
z3-4.8.14,61.9352436015516,Ints,Z3
z3-4.8.15,61.1693893972261,Ints,Z3
z3-4.8.16,60.7106507647499,Ints,Z3
z3-4.8.17,60.4763835175717,Ints,Z3
z3-4.8.3,93.2736845016928,Ints,Z3
z3-4.8.4,93.3098402790526,Ints,Z3
z3-4.8.5,93.913269198783,Ints,Z3
z3-4.8.6,88.9345899019987,Ints,Z3
z3-4.8.7,88.4704672421895,Ints,Z3
z3-4.8.8,92.8614633717632,Ints,Z3
z3-4.8.9,99.8578374513655,Ints,Z3
z3-4.9.0,60.1000154682301,Ints,Z3
z3-4.9.1,60.0722567145445,Ints,Z3
cvc4-1.5,227.141862522581,RealInts,CVC4/5
cvc4-1.6,236.165380468414,RealInts,CVC4/5
cvc4-1.7,228.793187447345,RealInts,CVC4/5
cvc4-1.8,207.034233706327,RealInts,CVC4/5
cvc5-0.0.10,121.402842957651,RealInts,CVC4/5
cvc5-0.0.11,121.48140388483,RealInts,CVC4/5
cvc5-0.0.12,121.582502019329,RealInts,CVC4/5
cvc5-0.0.2,195.202614949147,RealInts,CVC4/5
cvc5-0.0.3,195.072257839215,RealInts,CVC4/5
cvc5-0.0.4,198.57684679375,RealInts,CVC4/5
cvc5-0.0.5,197.42450467785,RealInts,CVC4/5
cvc5-0.0.6,197.050487096904,RealInts,CVC4/5
cvc5-0.0.7,197.364823376953,RealInts,CVC4/5
cvc5-0.0.8,121.381699055727,RealInts,CVC4/5
cvc5-1.0.0,121.322415547525,RealInts,CVC4/5
cvc5-1.0.1,123.754651872884,RealInts,CVC4/5
cvc5-1.0.2,123.635520076804,RealInts,CVC4/5
cvc5-1.0.3,122.138288476992,RealInts,CVC4/5
cvc5-1.0.4,121.436236488069,RealInts,CVC4/5
cvc5-1.0.5,121.575949975185,RealInts,CVC4/5
cvc5-1.0.6,134.487241878594,RealInts,CVC4/5
cvc5-1.0.7,133.734445667721,RealInts,CVC4/5
cvc5-1.0.8,133.492546002329,RealInts,CVC4/5
cvc5-1.0.9,133.173421043172,RealInts,CVC4/5
cvc5-1.1.0,133.546260674979,RealInts,CVC4/5
cvc5-1.1.1,134.178894072507,RealInts,CVC4/5
cvc5-1.1.2,133.233062849456,RealInts,CVC4/5
z3-4.10.0,63.1171024030434,RealInts,Z3
z3-4.10.1,63.2096169334708,RealInts,Z3
z3-4.10.2,62.9991190039961,RealInts,Z3
z3-4.11.0,62.5046376028158,RealInts,Z3
z3-4.11.2,62.3153477401521,RealInts,Z3
z3-4.12.0,59.1645345994645,RealInts,Z3
z3-4.12.1,59.661789248377,RealInts,Z3
z3-4.12.2,55.8658154739368,RealInts,Z3
z3-4.12.3,57.6613898046353,RealInts,Z3
z3-4.12.4,57.616061546033,RealInts,Z3
z3-4.12.5,57.3097537740817,RealInts,Z3
z3-4.12.6,57.8584261352079,RealInts,Z3
z3-4.13.0,57.7700538992271,RealInts,Z3
z3-4.5.0,121.486542460904,RealInts,Z3
z3-4.6.0,114.891151704879,RealInts,Z3
z3-4.7.1,96.5271299609826,RealInts,Z3
z3-4.8.1,93.3731615560408,RealInts,Z3
z3-4.8.10,99.6522774451622,RealInts,Z3
z3-4.8.11,64.6239191562118,RealInts,Z3
z3-4.8.12,65.3540835883688,RealInts,Z3
z3-4.8.13,64.5518742809992,RealInts,Z3
z3-4.8.14,64.5164467503266,RealInts,Z3
z3-4.8.15,63.8089254577699,RealInts,Z3
z3-4.8.16,63.3029855500157,RealInts,Z3
z3-4.8.17,63.0157887788597,RealInts,Z3
z3-4.8.3,92.8519748086502,RealInts,Z3
z3-4.8.4,92.8350078451308,RealInts,Z3
z3-4.8.5,93.146765986719,RealInts,Z3
z3-4.8.6,88.174064152777,RealInts,Z3
z3-4.8.7,88.316715735689,RealInts,Z3
z3-4.8.8,94.4038296095734,RealInts,Z3
z3-4.8.9,100.389872323966,RealInts,Z3
z3-4.9.0,62.6198237027272,RealInts,Z3
z3-4.9.1,62.5948850274431,RealInts,Z3
cvc4-1.5,227.703573461551,Reals,CVC4/5
cvc4-1.6,235.130299226179,Reals,CVC4/5
cvc4-1.7,228.408220362088,Reals,CVC4/5
cvc4-1.8,219.069205543891,Reals,CVC4/5
cvc5-0.0.10,135.009880873179,Reals,CVC4/5
cvc5-0.0.11,134.725868568605,Reals,CVC4/5
cvc5-0.0.12,135.671906294797,Reals,CVC4/5
cvc5-0.0.2,207.775467496081,Reals,CVC4/5
cvc5-0.0.3,207.386799473167,Reals,CVC4/5
cvc5-0.0.4,209.332006165691,Reals,CVC4/5
cvc5-0.0.5,206.353980488544,Reals,CVC4/5
cvc5-0.0.6,206.249328089197,Reals,CVC4/5
cvc5-0.0.7,206.586654009797,Reals,CVC4/5
cvc5-0.0.8,134.518593002972,Reals,CVC4/5
cvc5-1.0.0,135.232433309463,Reals,CVC4/5
cvc5-1.0.1,134.310091537442,Reals,CVC4/5
cvc5-1.0.2,134.171245947944,Reals,CVC4/5
cvc5-1.0.3,133.097026503625,Reals,CVC4/5
cvc5-1.0.4,131.98054281296,Reals,CVC4/5
cvc5-1.0.5,131.871505076728,Reals,CVC4/5
cvc5-1.0.6,144.611837379239,Reals,CVC4/5
cvc5-1.0.7,143.646659099256,Reals,CVC4/5
cvc5-1.0.8,143.376090013862,Reals,CVC4/5
cvc5-1.0.9,143.434211262552,Reals,CVC4/5
cvc5-1.1.0,143.765362300271,Reals,CVC4/5
cvc5-1.1.1,144.335480781466,Reals,CVC4/5
cvc5-1.1.2,142.06719096414,Reals,CVC4/5
z3-4.10.0,63.3531289845898,Reals,Z3
z3-4.10.1,63.4345938212425,Reals,Z3
z3-4.10.2,63.2206768575274,Reals,Z3
z3-4.11.0,62.7347304387353,Reals,Z3
z3-4.11.2,62.5290456489425,Reals,Z3
z3-4.12.0,59.2968029025254,Reals,Z3
z3-4.12.1,59.7960169912117,Reals,Z3
z3-4.12.2,56.0262967255902,Reals,Z3
z3-4.12.3,57.8161699481465,Reals,Z3
z3-4.12.4,57.7657873348617,Reals,Z3
z3-4.12.5,57.496735605554,Reals,Z3
z3-4.12.6,58.0565568617897,Reals,Z3
z3-4.13.0,57.8986276742874,Reals,Z3
z3-4.5.0,121.725342553749,Reals,Z3
z3-4.6.0,115.324409119573,Reals,Z3
z3-4.7.1,97.1131965218071,Reals,Z3
z3-4.8.1,94.0231134561235,Reals,Z3
z3-4.8.10,100.822291830738,Reals,Z3
z3-4.8.11,64.8354983019009,Reals,Z3
z3-4.8.12,65.6043140495608,Reals,Z3
z3-4.8.13,64.744992270303,Reals,Z3
z3-4.8.14,64.7161001456703,Reals,Z3
z3-4.8.15,64.0497372634954,Reals,Z3
z3-4.8.16,63.5193671021011,Reals,Z3
z3-4.8.17,63.2704224820323,Reals,Z3
z3-4.8.3,93.5726874724778,Reals,Z3
z3-4.8.4,93.5471987125918,Reals,Z3
z3-4.8.5,93.896242066706,Reals,Z3
z3-4.8.6,88.857226655548,Reals,Z3
z3-4.8.7,88.7980634958601,Reals,Z3
z3-4.8.8,95.2694254856752,Reals,Z3
z3-4.8.9,101.533908162079,Reals,Z3
z3-4.9.0,62.8453869072148,Reals,Z3
z3-4.9.1,62.8108488120588,Reals,Z3
cvc4-1.5,185.539920463842,Strings,CVC4/5
cvc4-1.6,170.851588655513,Strings,CVC4/5
cvc4-1.7,168.284424781491,Strings,CVC4/5
cvc4-1.8,125.517110802492,Strings,CVC4/5
cvc5-0.0.10,115.053696937596,Strings,CVC4/5
cvc5-0.0.11,115.438279666572,Strings,CVC4/5
cvc5-0.0.12,115.837602568887,Strings,CVC4/5
cvc5-0.0.2,131.537602000451,Strings,CVC4/5
cvc5-0.0.3,134.079322629639,Strings,CVC4/5
cvc5-0.0.4,139.883289636484,Strings,CVC4/5
cvc5-0.0.5,138.91088292099,Strings,CVC4/5
cvc5-0.0.6,138.952865684702,Strings,CVC4/5
cvc5-0.0.7,138.882252725341,Strings,CVC4/5
cvc5-0.0.8,114.523512055637,Strings,CVC4/5
cvc5-1.0.0,115.527817481835,Strings,CVC4/5
cvc5-1.0.1,115.915881706093,Strings,CVC4/5
cvc5-1.0.2,116.430852385081,Strings,CVC4/5
cvc5-1.0.3,114.894644513862,Strings,CVC4/5
cvc5-1.0.4,114.244512343405,Strings,CVC4/5
cvc5-1.0.5,114.041082624957,Strings,CVC4/5
cvc5-1.0.6,134.463857411729,Strings,CVC4/5
cvc5-1.0.7,134.031481928162,Strings,CVC4/5
cvc5-1.0.8,133.241744838224,Strings,CVC4/5
cvc5-1.0.9,134.913066847354,Strings,CVC4/5
cvc5-1.1.0,134.982019029564,Strings,CVC4/5
cvc5-1.1.1,134.495050672227,Strings,CVC4/5
cvc5-1.1.2,132.904951560984,Strings,CVC4/5
z3-4.10.0,53.5722451110587,Strings,Z3
z3-4.10.1,53.7456071200911,Strings,Z3
z3-4.10.2,53.5560604504834,Strings,Z3
z3-4.11.0,55.0355469405718,Strings,Z3
z3-4.11.2,53.0530753648007,Strings,Z3
z3-4.12.0,52.8766490899658,Strings,Z3
z3-4.12.1,53.2675489512415,Strings,Z3
z3-4.12.2,48.513634085385,Strings,Z3
z3-4.12.3,49.9967902533812,Strings,Z3
z3-4.12.4,49.9234260982151,Strings,Z3
z3-4.12.5,49.7261497385528,Strings,Z3
z3-4.12.6,49.8887016114988,Strings,Z3
z3-4.13.0,49.7365397563244,Strings,Z3
z3-4.5.0,57.4204528596547,Strings,Z3
z3-4.6.0,87.4201084655212,Strings,Z3
z3-4.7.1,74.6226846347095,Strings,Z3
z3-4.8.1,84.2999112069387,Strings,Z3
z3-4.8.10,88.9699127287888,Strings,Z3
z3-4.8.11,55.4773060333187,Strings,Z3
z3-4.8.12,56.0169850413314,Strings,Z3
z3-4.8.13,55.8231656604935,Strings,Z3
z3-4.8.14,55.3574311634621,Strings,Z3
z3-4.8.15,54.9504371651928,Strings,Z3
z3-4.8.16,54.5535954803034,Strings,Z3
z3-4.8.17,53.0279335398537,Strings,Z3
z3-4.8.3,82.9325437861742,Strings,Z3
z3-4.8.4,83.2286913399019,Strings,Z3
z3-4.8.5,83.2131393449879,Strings,Z3
z3-4.8.6,66.1102776770473,Strings,Z3
z3-4.8.7,68.628000894636,Strings,Z3
z3-4.8.8,63.393834806308,Strings,Z3
z3-4.8.9,85.2088033336315,Strings,Z3
z3-4.9.0,53.1984344664364,Strings,Z3
z3-4.9.1,53.174055717392,Strings,Z3
