solver,family,theory,cumulative_time
cvc4-1.7,CVC4/5,FP,0.0597071647644043
cvc4-1.8,CVC4/5,FP,0.0646910667419434
cvc5-0.0.10,CVC4/5,FP,0.0680742263793945
cvc5-0.0.11,CVC4/5,FP,0.0687065124511719
cvc5-0.0.12,CVC4/5,FP,0.0664331912994385
cvc5-0.0.2,CVC4/5,FP,0.0652408599853516
cvc5-0.0.3,CVC4/5,FP,0.0641682147979736
cvc5-0.0.4,CVC4/5,FP,0.0646102428436279
cvc5-0.0.5,CVC4/5,FP,0.0661287307739258
cvc5-0.0.6,CVC4/5,FP,0.0666215419769287
cvc5-0.0.7,CVC4/5,FP,0.0660583972930908
cvc5-0.0.8,CVC4/5,FP,0.068859338760376
cvc5-1.0.0,CVC4/5,FP,0.0666136741638184
cvc5-1.0.1,CVC4/5,FP,0.0674800872802734
cvc5-1.0.2,CVC4/5,FP,0.0688145160675049
cvc5-1.0.3,CVC4/5,FP,0.0678458213806152
cvc5-1.0.4,CVC4/5,FP,0.0683257579803467
cvc5-1.0.5,CVC4/5,FP,0.0707910060882568
cvc5-1.0.6,CVC4/5,FP,0.0716733932495117
cvc5-1.0.7,CVC4/5,FP,0.0732355117797852
cvc5-1.0.8,CVC4/5,FP,0.0745580196380615
cvc5-1.0.9,CVC4/5,FP,0.0729057788848877
cvc5-1.1.0,CVC4/5,FP,0.0705745220184326
cvc5-1.1.1,CVC4/5,FP,0.0726830959320068
cvc5-1.1.2,CVC4/5,FP,0.0742790699005127
z3-4.10.0,Z3,FP,0.198649883270264
z3-4.10.1,Z3,FP,0.198953628540039
z3-4.10.2,Z3,FP,0.207924604415894
z3-4.11.0,Z3,FP,0.200883865356445
z3-4.11.2,Z3,FP,0.204174041748047
z3-4.12.0,Z3,FP,0.212157249450684
z3-4.12.1,Z3,FP,0.215469598770142
z3-4.12.2,Z3,FP,0.242208480834961
z3-4.12.3,Z3,FP,0.222979784011841
z3-4.12.4,Z3,FP,0.223791122436523
z3-4.12.5,Z3,FP,0.226781368255615
z3-4.12.6,Z3,FP,0.220587491989136
z3-4.13.0,Z3,FP,0.218558549880981
z3-4.5.0,Z3,FP,0.108479976654053
z3-4.6.0,Z3,FP,0.112879753112793
z3-4.7.1,Z3,FP,0.133366107940674
z3-4.8.1,Z3,FP,0.139794111251831
z3-4.8.10,Z3,FP,0.122347116470337
z3-4.8.11,Z3,FP,0.196088790893555
z3-4.8.12,Z3,FP,0.193117380142212
z3-4.8.13,Z3,FP,0.19698166847229
z3-4.8.14,Z3,FP,0.199639320373535
z3-4.8.15,Z3,FP,0.198237895965576
z3-4.8.16,Z3,FP,0.206965208053589
z3-4.8.17,Z3,FP,0.20144510269165
z3-4.8.3,Z3,FP,0.138604402542114
z3-4.8.4,Z3,FP,0.138575553894043
z3-4.8.5,Z3,FP,0.140236616134644
z3-4.8.6,Z3,FP,0.145063638687134
z3-4.8.7,Z3,FP,0.145842552185059
z3-4.8.8,Z3,FP,0.134180545806885
z3-4.8.9,Z3,FP,0.124818563461304
z3-4.9.0,Z3,FP,0.206231594085693
z3-4.9.1,Z3,FP,0.207592964172363
cvc4-1.5,CVC4/5,Ints,3250.45126128197
cvc4-1.6,CVC4/5,Ints,3022.38240981102
cvc4-1.7,CVC4/5,Ints,3129.79102611542
cvc4-1.8,CVC4/5,Ints,3380.69288229942
cvc5-0.0.10,CVC4/5,Ints,3727.19559645653
cvc5-0.0.11,CVC4/5,Ints,3723.61986851692
cvc5-0.0.12,CVC4/5,Ints,3705.17975997925
cvc5-0.0.2,CVC4/5,Ints,3439.4094042778
cvc5-0.0.3,CVC4/5,Ints,3446.93980240822
cvc5-0.0.4,CVC4/5,Ints,3481.1379365921
cvc5-0.0.5,CVC4/5,Ints,3525.93767023087
cvc5-0.0.6,CVC4/5,Ints,3528.06612038612
cvc5-0.0.7,CVC4/5,Ints,3521.69338774681
cvc5-0.0.8,CVC4/5,Ints,3735.89033412933
cvc5-1.0.0,CVC4/5,Ints,3721.51611542702
cvc5-1.0.1,CVC4/5,Ints,3784.54192113876
cvc5-1.0.2,CVC4/5,Ints,3780.9942522049
cvc5-1.0.3,CVC4/5,Ints,3776.651273489
cvc5-1.0.4,CVC4/5,Ints,3822.15888619423
cvc5-1.0.5,CVC4/5,Ints,3818.59879541397
cvc5-1.0.6,CVC4/5,Ints,3763.36261630058
cvc5-1.0.7,CVC4/5,Ints,3783.15890955925
cvc5-1.0.8,CVC4/5,Ints,3792.88556551933
cvc5-1.0.9,CVC4/5,Ints,3721.92569422722
cvc5-1.1.0,CVC4/5,Ints,3743.6889090538
cvc5-1.1.1,CVC4/5,Ints,3753.62778735161
cvc5-1.1.2,CVC4/5,Ints,3845.15606546402
z3-4.10.0,Z3,Ints,11885.232824564
z3-4.10.1,Z3,Ints,11872.7348716259
z3-4.10.2,Z3,Ints,11912.4043047428
z3-4.11.0,Z3,Ints,11989.0333244801
z3-4.11.2,Z3,Ints,12024.5740115643
z3-4.12.0,Z3,Ints,12707.4154045582
z3-4.12.1,Z3,Ints,12602.0795946121
z3-4.12.2,Z3,Ints,13385.8178794384
z3-4.12.3,Z3,Ints,13007.436101675
z3-4.12.4,Z3,Ints,13017.678593874
z3-4.12.5,Z3,Ints,13090.7978568077
z3-4.12.6,Z3,Ints,12971.5074765682
z3-4.13.0,Z3,Ints,13006.9596168995
z3-4.5.0,Z3,Ints,5922.65527462959
z3-4.6.0,Z3,Ints,6245.18272805214
z3-4.7.1,Z3,Ints,7471.48687410355
z3-4.8.1,Z3,Ints,7707.71097588539
z3-4.8.10,Z3,Ints,7180.08046197891
z3-4.8.11,Z3,Ints,11639.7807002068
z3-4.8.12,Z3,Ints,11527.899491787
z3-4.8.13,Z3,Ints,11660.4430344105
z3-4.8.14,Z3,Ints,11656.0669033527
z3-4.8.15,Z3,Ints,11778.4643251896
z3-4.8.16,Z3,Ints,11872.0267777443
z3-4.8.17,Z3,Ints,11919.1447236538
z3-4.8.3,Z3,Ints,7791.43538188934
z3-4.8.4,Z3,Ints,7793.05261301994
z3-4.8.5,Z3,Ints,7730.41962409019
z3-4.8.6,Z3,Ints,8187.90826702118
z3-4.8.7,Z3,Ints,8153.00828337669
z3-4.8.8,Z3,Ints,7577.21919894218
z3-4.8.9,Z3,Ints,7078.38205122948
z3-4.9.0,Z3,Ints,11989.1608769894
z3-4.9.1,Z3,Ints,11997.4854466915
cvc4-1.5,CVC4/5,RealInts,3338.94618654251
cvc4-1.6,CVC4/5,RealInts,3037.20281004906
cvc4-1.7,CVC4/5,RealInts,3169.78144478798
cvc4-1.8,CVC4/5,RealInts,3431.2808971405
cvc5-0.0.10,CVC4/5,RealInts,3706.38597512245
cvc5-0.0.11,CVC4/5,RealInts,3705.03326559067
cvc5-0.0.12,CVC4/5,RealInts,3692.49891543388
cvc5-0.0.2,CVC4/5,RealInts,3453.32662677765
cvc5-0.0.3,CVC4/5,RealInts,3461.20696115494
cvc5-0.0.4,CVC4/5,RealInts,3512.94012331963
cvc5-0.0.5,CVC4/5,RealInts,3560.46537685394
cvc5-0.0.6,CVC4/5,RealInts,3562.11266636848
cvc5-0.0.7,CVC4/5,RealInts,3554.78006696701
cvc5-0.0.8,CVC4/5,RealInts,3714.95202422142
cvc5-1.0.0,CVC4/5,RealInts,3704.9584581852
cvc5-1.0.1,CVC4/5,RealInts,3769.1646270752
cvc5-1.0.2,CVC4/5,RealInts,3768.24000144005
cvc5-1.0.3,CVC4/5,RealInts,3758.97557616234
cvc5-1.0.4,CVC4/5,RealInts,3813.02310442924
cvc5-1.0.5,CVC4/5,RealInts,3798.55247569084
cvc5-1.0.6,CVC4/5,RealInts,3822.53691196442
cvc5-1.0.7,CVC4/5,RealInts,3846.66838288307
cvc5-1.0.8,CVC4/5,RealInts,3861.21234035492
cvc5-1.0.9,CVC4/5,RealInts,3795.63768434525
cvc5-1.1.0,CVC4/5,RealInts,3797.40475654602
cvc5-1.1.1,CVC4/5,RealInts,3819.15382313728
cvc5-1.1.2,CVC4/5,RealInts,3916.05229568481
z3-4.10.0,Z3,RealInts,12074.6999747753
z3-4.10.1,Z3,RealInts,12058.8917710781
z3-4.10.2,Z3,RealInts,12098.550372839
z3-4.11.0,Z3,RealInts,12196.466132164
z3-4.11.2,Z3,RealInts,12231.9252092838
z3-4.12.0,Z3,RealInts,12880.1604790688
z3-4.12.1,Z3,RealInts,12773.4220967293
z3-4.12.2,Z3,RealInts,13638.6636292934
z3-4.12.3,Z3,RealInts,13212.9033956528
z3-4.12.4,Z3,RealInts,13223.9265043736
z3-4.12.5,Z3,RealInts,13291.8230690956
z3-4.12.6,Z3,RealInts,13165.8655245304
z3-4.13.0,Z3,RealInts,13190.8756756783
z3-4.5.0,Z3,RealInts,6239.89223408699
z3-4.6.0,Z3,RealInts,6604.45502948761
z3-4.7.1,Z3,RealInts,7860.41180276871
z3-4.8.1,Z3,RealInts,8126.50215697289
z3-4.8.10,Z3,RealInts,7547.33647823334
z3-4.8.11,Z3,RealInts,11799.0084676743
z3-4.8.12,Z3,RealInts,11669.307808876
z3-4.8.13,Z3,RealInts,11807.9413881302
z3-4.8.14,Z3,RealInts,11816.0823078156
z3-4.8.15,Z3,RealInts,11947.3032662868
z3-4.8.16,Z3,RealInts,12042.8272762299
z3-4.8.17,Z3,RealInts,12097.5193312168
z3-4.8.3,Z3,RealInts,8172.48937702179
z3-4.8.4,Z3,RealInts,8172.37858748436
z3-4.8.5,Z3,RealInts,8144.92111611366
z3-4.8.6,Z3,RealInts,8603.27558851242
z3-4.8.7,Z3,RealInts,8592.36973166466
z3-4.8.8,Z3,RealInts,7996.47157692909
z3-4.8.9,Z3,RealInts,7496.18027448654
z3-4.9.0,Z3,RealInts,12169.0851640701
z3-4.9.1,Z3,RealInts,12173.7457530499
cvc4-1.5,CVC4/5,Reals,3157.70817255974
cvc4-1.6,CVC4/5,Reals,2899.93084168434
cvc4-1.7,CVC4/5,Reals,3016.23502707481
cvc4-1.8,CVC4/5,Reals,3221.34511113167
cvc5-0.0.10,CVC4/5,Reals,3541.86790323257
cvc5-0.0.11,CVC4/5,Reals,3541.76681852341
cvc5-0.0.12,CVC4/5,Reals,3527.10703396797
cvc5-0.0.2,CVC4/5,Reals,3282.14597892761
cvc5-0.0.3,CVC4/5,Reals,3287.79281187057
cvc5-0.0.4,CVC4/5,Reals,3332.61321997643
cvc5-0.0.5,CVC4/5,Reals,3381.67272472382
cvc5-0.0.6,CVC4/5,Reals,3384.24656248093
cvc5-0.0.7,CVC4/5,Reals,3379.7003531456
cvc5-0.0.8,CVC4/5,Reals,3549.7240664959
cvc5-1.0.0,CVC4/5,Reals,3539.91654109955
cvc5-1.0.1,CVC4/5,Reals,3604.36970067024
cvc5-1.0.2,CVC4/5,Reals,3602.67387628555
cvc5-1.0.3,CVC4/5,Reals,3593.20161867142
cvc5-1.0.4,CVC4/5,Reals,3643.44826889038
cvc5-1.0.5,CVC4/5,Reals,3632.65072226524
cvc5-1.0.6,CVC4/5,Reals,3626.80369472504
cvc5-1.0.7,CVC4/5,Reals,3654.55648493767
cvc5-1.0.8,CVC4/5,Reals,3666.46176290512
cvc5-1.0.9,CVC4/5,Reals,3612.75249838829
cvc5-1.1.0,CVC4/5,Reals,3615.42657113075
cvc5-1.1.1,CVC4/5,Reals,3631.99583721161
cvc5-1.1.2,CVC4/5,Reals,3724.82032179832
z3-4.10.0,Z3,Reals,11511.5618021488
z3-4.10.1,Z3,Reals,11497.2817986012
z3-4.10.2,Z3,Reals,11535.8700892925
z3-4.11.0,Z3,Reals,11627.1499688625
z3-4.11.2,Z3,Reals,11662.7444472313
z3-4.12.0,Z3,Reals,12298.056791544
z3-4.12.1,Z3,Reals,12196.3983139992
z3-4.12.2,Z3,Reals,13015.9748950005
z3-4.12.3,Z3,Reals,12608.8701672554
z3-4.12.4,Z3,Reals,12619.1675131321
z3-4.12.5,Z3,Reals,12677.5350828171
z3-4.12.6,Z3,Reals,12554.6463646889
z3-4.13.0,Z3,Reals,12591.7301208973
z3-4.5.0,Z3,Reals,5927.58014535904
z3-4.6.0,Z3,Reals,6265.80932712555
z3-4.7.1,Z3,Reals,7440.3364481926
z3-4.8.1,Z3,Reals,7687.64406919479
z3-4.8.10,Z3,Reals,7147.68330430984
z3-4.8.11,Z3,Reals,11250.1354010105
z3-4.8.12,Z3,Reals,11119.7958860397
z3-4.8.13,Z3,Reals,11267.1078517437
z3-4.8.14,Z3,Reals,11270.7698471546
z3-4.8.15,Z3,Reals,11388.7015955448
z3-4.8.16,Z3,Reals,11483.0714480877
z3-4.8.17,Z3,Reals,11526.9381649494
z3-4.8.3,Z3,Reals,7724.68503594398
z3-4.8.4,Z3,Reals,7724.95177602768
z3-4.8.5,Z3,Reals,7701.38391470909
z3-4.8.6,Z3,Reals,8129.934923172
z3-4.8.7,Z3,Reals,8123.17064094543
z3-4.8.8,Z3,Reals,7565.68883132935
z3-4.8.9,Z3,Reals,7097.43555307388
z3-4.9.0,Z3,Reals,11605.2814719677
z3-4.9.1,Z3,Reals,11612.1200025082
cvc4-1.5,CVC4/5,Strings,867.004768610001
cvc4-1.6,CVC4/5,Strings,839.355369329453
cvc4-1.7,CVC4/5,Strings,864.970890283585
cvc4-1.8,CVC4/5,Strings,897.489428520203
cvc5-0.0.10,CVC4/5,Strings,995.716950178146
cvc5-0.0.11,CVC4/5,Strings,994.437684059143
cvc5-0.0.12,CVC4/5,Strings,990.122648239136
cvc5-0.0.2,CVC4/5,Strings,890.260740995407
cvc5-0.0.3,CVC4/5,Strings,886.638825416565
cvc5-0.0.4,CVC4/5,Strings,885.386081933975
cvc5-0.0.5,CVC4/5,Strings,895.830657482147
cvc5-0.0.6,CVC4/5,Strings,895.454458236694
cvc5-0.0.7,CVC4/5,Strings,894.226499080658
cvc5-0.0.8,CVC4/5,Strings,1000.02759170532
cvc5-1.0.0,CVC4/5,Strings,992.932239532471
cvc5-1.0.1,CVC4/5,Strings,981.015762805939
cvc5-1.0.2,CVC4/5,Strings,981.341754674911
cvc5-1.0.3,CVC4/5,Strings,982.767003774643
cvc5-1.0.4,CVC4/5,Strings,993.895747661591
cvc5-1.0.5,CVC4/5,Strings,990.630741119385
cvc5-1.0.6,CVC4/5,Strings,919.251174211502
cvc5-1.0.7,CVC4/5,Strings,924.603067874908
cvc5-1.0.8,CVC4/5,Strings,929.437572240829
cvc5-1.0.9,CVC4/5,Strings,914.840087413788
cvc5-1.1.0,CVC4/5,Strings,914.404471635818
cvc5-1.1.1,CVC4/5,Strings,918.047477483749
cvc5-1.1.2,CVC4/5,Strings,943.333227872849
z3-4.10.0,Z3,Strings,2781.52392172813
z3-4.10.1,Z3,Strings,2777.42410945892
z3-4.10.2,Z3,Strings,2786.40970015526
z3-4.11.0,Z3,Strings,2817.47116661072
z3-4.11.2,Z3,Strings,2812.81168794632
z3-4.12.0,Z3,Strings,2978.46729826927
z3-4.12.1,Z3,Strings,2954.97371339798
z3-4.12.2,Z3,Strings,3145.34970593452
z3-4.12.3,Z3,Strings,3047.33713316917
z3-4.12.4,Z3,Strings,3049.1024723053
z3-4.12.5,Z3,Strings,3066.00041055679
z3-4.12.6,Z3,Strings,3040.9305639267
z3-4.13.0,Z3,Strings,3048.17599010468
z3-4.5.0,Z3,Strings,2920.85838747025
z3-4.6.0,Z3,Strings,1640.79140090942
z3-4.7.1,Z3,Strings,1901.59033989906
z3-4.8.1,Z3,Strings,1909.52147102356
z3-4.8.10,Z3,Strings,1774.23023200035
z3-4.8.11,Z3,Strings,2834.96133375168
z3-4.8.12,Z3,Strings,2802.86358714104
z3-4.8.13,Z3,Strings,2725.05283260345
z3-4.8.14,Z3,Strings,2724.65798902512
z3-4.8.15,Z3,Strings,2752.7545068264
z3-4.8.16,Z3,Strings,2773.47497153282
z3-4.8.17,Z3,Strings,2784.28182029724
z3-4.8.3,Z3,Strings,1930.72430706024
z3-4.8.4,Z3,Strings,1880.43293404579
z3-4.8.5,Z3,Strings,1863.82392573357
z3-4.8.6,Z3,Strings,2107.95154619217
z3-4.8.7,Z3,Strings,2096.48479962349
z3-4.8.8,Z3,Strings,2812.03654646873
z3-4.8.9,Z3,Strings,1780.45512866974
z3-4.9.0,Z3,Strings,2801.69233155251
z3-4.9.1,Z3,Strings,2803.1768283844
