solver,throughput,theory,family
cvc5-1.1.2,18.1246540917048,Bitvectors,CVC4/5
z3-4.10.0,14.7642093295024,Bitvectors,Z3
z3-4.10.1,14.8079146453393,Bitvectors,Z3
z3-4.10.2,14.8239242981359,Bitvectors,Z3
z3-4.11.0,14.7458215985598,Bitvectors,Z3
z3-4.11.2,14.7546953861571,Bitvectors,Z3
z3-4.12.0,11.221514150517,Bitvectors,Z3
z3-4.12.1,11.239291434936,Bitvectors,Z3
z3-4.12.2,11.0506279701628,Bitvectors,Z3
z3-4.12.3,11.1431408325081,Bitvectors,Z3
z3-4.12.4,11.1492013353883,Bitvectors,Z3
z3-4.12.5,11.2581288749567,Bitvectors,Z3
z3-4.12.6,11.3120561282484,Bitvectors,Z3
z3-4.13.0,11.2778409029337,Bitvectors,Z3
z3-4.5.0,20.1558423504189,Bitvectors,Z3
z3-4.6.0,20.3665541738355,Bitvectors,Z3
z3-4.7.1,19.4430116152325,Bitvectors,Z3
z3-4.8.1,19.396235577067,Bitvectors,Z3
z3-4.8.10,19.6300283489418,Bitvectors,Z3
z3-4.8.11,15.2691148572774,Bitvectors,Z3
z3-4.8.12,15.2469876395396,Bitvectors,Z3
z3-4.8.13,14.9145193307988,Bitvectors,Z3
z3-4.8.14,14.866472432307,Bitvectors,Z3
z3-4.8.15,14.9005537632376,Bitvectors,Z3
z3-4.8.16,14.8773668498737,Bitvectors,Z3
z3-4.8.17,14.7882258925773,Bitvectors,Z3
z3-4.8.3,18.8178568932401,Bitvectors,Z3
z3-4.8.4,18.7943007753922,Bitvectors,Z3
z3-4.8.5,13.0784830182146,Bitvectors,Z3
z3-4.8.6,13.477574739636,Bitvectors,Z3
z3-4.8.7,13.3238727616788,Bitvectors,Z3
z3-4.8.8,13.7391100566303,Bitvectors,Z3
z3-4.8.9,12.9368007570511,Bitvectors,Z3
z3-4.9.0,14.7822718029874,Bitvectors,Z3
z3-4.9.1,14.7970173574722,Bitvectors,Z3
cvc4-1.5,258.460239830556,Core,CVC4/5
cvc4-1.6,276.841240263164,Core,CVC4/5
cvc4-1.7,266.450370454301,Core,CVC4/5
cvc4-1.8,246.89891110446,Core,CVC4/5
cvc5-0.0.10,226.979204312577,Core,CVC4/5
cvc5-0.0.11,227.124934688891,Core,CVC4/5
cvc5-0.0.12,227.821008684145,Core,CVC4/5
cvc5-0.0.2,241.268768759968,Core,CVC4/5
cvc5-0.0.3,240.74080399126,Core,CVC4/5
cvc5-0.0.4,237.75546691792,Core,CVC4/5
cvc5-0.0.5,234.1661507677,Core,CVC4/5
cvc5-0.0.6,233.692762919816,Core,CVC4/5
cvc5-0.0.7,234.168926582708,Core,CVC4/5
cvc5-0.0.8,226.191566548872,Core,CVC4/5
cvc5-1.0.0,226.815853865718,Core,CVC4/5
cvc5-1.0.1,221.416325973242,Core,CVC4/5
cvc5-1.0.2,221.912698795411,Core,CVC4/5
cvc5-1.0.3,222.516766972015,Core,CVC4/5
cvc5-1.0.4,218.833551408814,Core,CVC4/5
cvc5-1.0.5,219.109268265075,Core,CVC4/5
cvc5-1.0.6,217.83817260683,Core,CVC4/5
cvc5-1.0.7,216.851147827968,Core,CVC4/5
cvc5-1.0.8,216.294700840938,Core,CVC4/5
cvc5-1.0.9,219.630227696617,Core,CVC4/5
cvc5-1.1.0,217.993244840627,Core,CVC4/5
cvc5-1.1.1,217.93033289477,Core,CVC4/5
cvc5-1.1.2,213.464299893897,Core,CVC4/5
z3-4.10.0,67.4303947604896,Core,Z3
z3-4.10.1,67.5190518123411,Core,Z3
z3-4.10.2,67.3012101986575,Core,Z3
z3-4.11.0,66.8354618806564,Core,Z3
z3-4.11.2,66.6883341128766,Core,Z3
z3-4.12.0,63.1395934230891,Core,Z3
z3-4.12.1,63.6825771172897,Core,Z3
z3-4.12.2,59.5826177635402,Core,Z3
z3-4.12.3,61.5949305381183,Core,Z3
z3-4.12.4,61.5319230548209,Core,Z3
z3-4.12.5,61.1777238467553,Core,Z3
z3-4.12.6,61.7636589260081,Core,Z3
z3-4.13.0,61.4961756517487,Core,Z3
z3-4.5.0,134.533460678472,Core,Z3
z3-4.6.0,127.378428766272,Core,Z3
z3-4.7.1,106.415567261064,Core,Z3
z3-4.8.1,101.483625154145,Core,Z3
z3-4.8.10,110.716868272591,Core,Z3
z3-4.8.11,68.6513846135358,Core,Z3
z3-4.8.12,69.4040076284906,Core,Z3
z3-4.8.13,68.6422606456821,Core,Z3
z3-4.8.14,68.7113166432542,Core,Z3
z3-4.8.15,67.9509564310879,Core,Z3
z3-4.8.16,67.4634825100728,Core,Z3
z3-4.8.17,67.1760040675925,Core,Z3
z3-4.8.3,100.880216442169,Core,Z3
z3-4.8.4,101.049700003904,Core,Z3
z3-4.8.5,101.857415475245,Core,Z3
z3-4.8.6,96.4115525333065,Core,Z3
z3-4.8.7,96.5229784553693,Core,Z3
z3-4.8.8,104.283593451212,Core,Z3
z3-4.8.9,111.999323843987,Core,Z3
z3-4.9.0,66.8983813028649,Core,Z3
z3-4.9.1,66.8458349870475,Core,Z3
cvc4-1.5,182.132058607475,FP,CVC4/5
cvc4-1.6,207.52922549149,FP,CVC4/5
cvc4-1.7,5.24125044246794,FP,CVC4/5
cvc4-1.8,5.297819133874,FP,CVC4/5
cvc5-0.0.10,4.57696782722151,FP,CVC4/5
cvc5-0.0.11,4.58046711862654,FP,CVC4/5
cvc5-0.0.12,4.59834888473479,FP,CVC4/5
cvc5-0.0.2,4.60849182517203,FP,CVC4/5
cvc5-0.0.3,4.60833965274669,FP,CVC4/5
cvc5-0.0.4,4.60265546933364,FP,CVC4/5
cvc5-0.0.5,4.61986612566934,FP,CVC4/5
cvc5-0.0.6,4.62125106993833,FP,CVC4/5
cvc5-0.0.7,4.6150593188392,FP,CVC4/5
cvc5-0.0.8,4.56960377240176,FP,CVC4/5
cvc5-1.0.0,4.5864780908553,FP,CVC4/5
cvc5-1.0.1,4.90432981968831,FP,CVC4/5
cvc5-1.0.2,4.91125442885972,FP,CVC4/5
cvc5-1.0.3,5.43171881418452,FP,CVC4/5
cvc5-1.0.4,5.45737287760575,FP,CVC4/5
cvc5-1.0.5,5.43876601019231,FP,CVC4/5
cvc5-1.0.6,5.38668309006075,FP,CVC4/5
cvc5-1.0.7,5.39566027706372,FP,CVC4/5
cvc5-1.0.8,5.40747441608411,FP,CVC4/5
cvc5-1.0.9,5.29583236935313,FP,CVC4/5
cvc5-1.1.0,5.30152544022237,FP,CVC4/5
cvc5-1.1.1,5.23391488914679,FP,CVC4/5
cvc5-1.1.2,5.21704137959223,FP,CVC4/5
z3-4.10.0,3.79847650713333,FP,Z3
z3-4.10.1,3.79759605522178,FP,Z3
z3-4.10.2,3.76520460602105,FP,Z3
z3-4.11.0,3.77314670128672,FP,Z3
z3-4.11.2,3.79658535518923,FP,Z3
z3-4.12.0,3.75162251779448,FP,Z3
z3-4.12.1,3.78406425590783,FP,Z3
z3-4.12.2,3.38282018995608,FP,Z3
z3-4.12.3,3.95707973011013,FP,Z3
z3-4.12.4,3.95012567171475,FP,Z3
z3-4.12.5,3.95490241266695,FP,Z3
z3-4.12.6,3.97442804348462,FP,Z3
z3-4.13.0,3.95588965910194,FP,Z3
z3-4.5.0,3.7846013343553,FP,Z3
z3-4.6.0,3.52554796198851,FP,Z3
z3-4.7.1,3.49016325580163,FP,Z3
z3-4.8.1,4.90995744051273,FP,Z3
z3-4.8.10,3.85327745610317,FP,Z3
z3-4.8.11,3.66496510868793,FP,Z3
z3-4.8.12,3.68236134098683,FP,Z3
z3-4.8.13,3.77498743082527,FP,Z3
z3-4.8.14,3.79396295186082,FP,Z3
z3-4.8.15,3.79230640417402,FP,Z3
z3-4.8.16,3.78833242340152,FP,Z3
z3-4.8.17,3.7884752875472,FP,Z3
z3-4.8.3,4.91560801294839,FP,Z3
z3-4.8.4,5.05627013023914,FP,Z3
z3-4.8.5,3.50494157114146,FP,Z3
z3-4.8.6,3.6804510210544,FP,Z3
z3-4.8.7,3.84112325656485,FP,Z3
z3-4.8.8,3.83396816312586,FP,Z3
z3-4.8.9,3.54195531827498,FP,Z3
z3-4.9.0,3.81578611904854,FP,Z3
z3-4.9.1,3.82035297732626,FP,Z3
cvc4-1.5,233.857503206378,Ints,CVC4/5
cvc4-1.6,249.130325070974,Ints,CVC4/5
cvc4-1.7,241.785327449737,Ints,CVC4/5
cvc4-1.8,224.50173145282,Ints,CVC4/5
cvc5-0.0.10,199.945805313919,Ints,CVC4/5
cvc5-0.0.11,200.219836702941,Ints,CVC4/5
cvc5-0.0.12,201.138322758153,Ints,CVC4/5
cvc5-0.0.2,220.187756944678,Ints,CVC4/5
cvc5-0.0.3,219.771297878513,Ints,CVC4/5
cvc5-0.0.4,217.971104439295,Ints,CVC4/5
cvc5-0.0.5,215.345392496853,Ints,CVC4/5
cvc5-0.0.6,215.221838833648,Ints,CVC4/5
cvc5-0.0.7,215.541123026723,Ints,CVC4/5
cvc5-0.0.8,199.51588248647,Ints,CVC4/5
cvc5-1.0.0,200.320551022885,Ints,CVC4/5
cvc5-1.0.1,196.94638883554,Ints,CVC4/5
cvc5-1.0.2,197.08145929966,Ints,CVC4/5
cvc5-1.0.3,196.89383541711,Ints,CVC4/5
cvc5-1.0.4,194.650142885583,Ints,CVC4/5
cvc5-1.0.5,194.972240262593,Ints,CVC4/5
cvc5-1.0.6,202.351388638269,Ints,CVC4/5
cvc5-1.0.7,201.148068152536,Ints,CVC4/5
cvc5-1.0.8,200.664790531046,Ints,CVC4/5
cvc5-1.0.9,204.339826889441,Ints,CVC4/5
cvc5-1.1.0,203.353023795581,Ints,CVC4/5
cvc5-1.1.1,202.654074933608,Ints,CVC4/5
cvc5-1.1.2,197.564473140713,Ints,CVC4/5
z3-4.10.0,64.2206517388055,Ints,Z3
z3-4.10.1,64.2923439796354,Ints,Z3
z3-4.10.2,64.0848348866129,Ints,Z3
z3-4.11.0,63.6705118165984,Ints,Z3
z3-4.11.2,63.4908390708995,Ints,Z3
z3-4.12.0,60.1131951390103,Ints,Z3
z3-4.12.1,60.6163053794258,Ints,Z3
z3-4.12.2,57.0554798679516,Ints,Z3
z3-4.12.3,58.7334077506441,Ints,Z3
z3-4.12.4,58.6815254002137,Ints,Z3
z3-4.12.5,58.3364413303966,Ints,Z3
z3-4.12.6,58.8910286890768,Ints,Z3
z3-4.13.0,58.7382814126656,Ints,Z3
z3-4.5.0,128.212858314445,Ints,Z3
z3-4.6.0,118.864499050292,Ints,Z3
z3-4.7.1,102.186194747387,Ints,Z3
z3-4.8.1,99.3388355881703,Ints,Z3
z3-4.8.10,102.929864262569,Ints,Z3
z3-4.8.11,65.1638433706226,Ints,Z3
z3-4.8.12,65.9002657132427,Ints,Z3
z3-4.8.13,65.2001371577647,Ints,Z3
z3-4.8.14,65.1923927697584,Ints,Z3
z3-4.8.15,64.3687194848596,Ints,Z3
z3-4.8.16,63.8700591694603,Ints,Z3
z3-4.8.17,63.6186932475698,Ints,Z3
z3-4.8.3,98.5454911052118,Ints,Z3
z3-4.8.4,98.5347079530708,Ints,Z3
z3-4.8.5,99.2064735075036,Ints,Z3
z3-4.8.6,93.6913836556434,Ints,Z3
z3-4.8.7,93.3603971453255,Ints,Z3
z3-4.8.8,98.2960208005451,Ints,Z3
z3-4.8.9,105.99028319026,Ints,Z3
z3-4.9.0,63.2233086569521,Ints,Z3
z3-4.9.1,63.1844663784147,Ints,Z3
cvc4-1.5,227.127850726816,RealInts,CVC4/5
cvc4-1.6,236.441590134533,RealInts,CVC4/5
cvc4-1.7,229.110016499839,RealInts,CVC4/5
cvc4-1.8,207.231094209247,RealInts,CVC4/5
cvc5-0.0.10,121.324406301868,RealInts,CVC4/5
cvc5-0.0.11,121.522438023146,RealInts,CVC4/5
cvc5-0.0.12,121.720823838776,RealInts,CVC4/5
cvc5-0.0.2,195.69493067748,RealInts,CVC4/5
cvc5-0.0.3,194.927627801082,RealInts,CVC4/5
cvc5-0.0.4,199.015765468948,RealInts,CVC4/5
cvc5-0.0.5,197.913469421069,RealInts,CVC4/5
cvc5-0.0.6,196.828993112952,RealInts,CVC4/5
cvc5-0.0.7,197.839117223904,RealInts,CVC4/5
cvc5-0.0.8,121.092421788454,RealInts,CVC4/5
cvc5-1.0.0,121.467749678527,RealInts,CVC4/5
cvc5-1.0.1,123.90983267464,RealInts,CVC4/5
cvc5-1.0.2,123.579250362137,RealInts,CVC4/5
cvc5-1.0.3,122.224474792548,RealInts,CVC4/5
cvc5-1.0.4,121.516731118858,RealInts,CVC4/5
cvc5-1.0.5,121.425177678814,RealInts,CVC4/5
cvc5-1.0.6,134.214223943802,RealInts,CVC4/5
cvc5-1.0.7,133.669130413835,RealInts,CVC4/5
cvc5-1.0.8,133.485361509749,RealInts,CVC4/5
cvc5-1.0.9,133.303806834182,RealInts,CVC4/5
cvc5-1.1.0,133.494658304756,RealInts,CVC4/5
cvc5-1.1.1,133.991606787053,RealInts,CVC4/5
cvc5-1.1.2,132.846465622277,RealInts,CVC4/5
z3-4.10.0,62.4725390462294,RealInts,Z3
z3-4.10.1,62.5535026524336,RealInts,Z3
z3-4.10.2,62.3514736564884,RealInts,Z3
z3-4.11.0,61.8554578166062,RealInts,Z3
z3-4.11.2,61.6754459731458,RealInts,Z3
z3-4.12.0,58.5721744779942,RealInts,Z3
z3-4.12.1,59.0572116195932,RealInts,Z3
z3-4.12.2,55.3080294960484,RealInts,Z3
z3-4.12.3,57.081944413702,RealInts,Z3
z3-4.12.4,57.0327022562359,RealInts,Z3
z3-4.12.5,56.7306516601279,RealInts,Z3
z3-4.12.6,57.2848510483493,RealInts,Z3
z3-4.13.0,57.1730847757944,RealInts,Z3
z3-4.5.0,121.393354154828,RealInts,Z3
z3-4.6.0,114.80463815448,RealInts,Z3
z3-4.7.1,96.4576950561635,RealInts,Z3
z3-4.8.1,93.3035522954375,RealInts,Z3
z3-4.8.10,99.5783922237572,RealInts,Z3
z3-4.8.11,63.9548477438022,RealInts,Z3
z3-4.8.12,64.6678876280744,RealInts,Z3
z3-4.8.13,63.8943234481165,RealInts,Z3
z3-4.8.14,63.8395247749365,RealInts,Z3
z3-4.8.15,63.1439318493356,RealInts,Z3
z3-4.8.16,62.648192553445,RealInts,Z3
z3-4.8.17,62.3664738801092,RealInts,Z3
z3-4.8.3,92.7833200586947,RealInts,Z3
z3-4.8.4,92.7854144855494,RealInts,Z3
z3-4.8.5,93.0880193288661,RealInts,Z3
z3-4.8.6,88.1090042384113,RealInts,Z3
z3-4.8.7,88.2685139096124,RealInts,Z3
z3-4.8.8,94.2762541803427,RealInts,Z3
z3-4.8.9,100.301693131826,RealInts,Z3
z3-4.9.0,61.9800588695088,RealInts,Z3
z3-4.9.1,61.9585157269713,RealInts,Z3
cvc4-1.5,228.667355189391,Reals,CVC4/5
cvc4-1.6,236.304464966472,Reals,CVC4/5
cvc4-1.7,229.603476996112,Reals,CVC4/5
cvc4-1.8,220.091091827398,Reals,CVC4/5
cvc5-0.0.10,135.230685689694,Reals,CVC4/5
cvc5-0.0.11,135.445715752113,Reals,CVC4/5
cvc5-0.0.12,135.871189127933,Reals,CVC4/5
cvc5-0.0.2,208.511279931757,Reals,CVC4/5
cvc5-0.0.3,208.184128450801,Reals,CVC4/5
cvc5-0.0.4,210.256575866397,Reals,CVC4/5
cvc5-0.0.5,207.25879728171,Reals,CVC4/5
cvc5-0.0.6,207.094473866743,Reals,CVC4/5
cvc5-0.0.7,207.409563113268,Reals,CVC4/5
cvc5-0.0.8,134.690550267185,Reals,CVC4/5
cvc5-1.0.0,135.607464768989,Reals,CVC4/5
cvc5-1.0.1,134.593508637245,Reals,CVC4/5
cvc5-1.0.2,134.556985223728,Reals,CVC4/5
cvc5-1.0.3,133.363860008973,Reals,CVC4/5
cvc5-1.0.4,132.23423515938,Reals,CVC4/5
cvc5-1.0.5,132.139354157026,Reals,CVC4/5
cvc5-1.0.6,144.936440047363,Reals,CVC4/5
cvc5-1.0.7,143.992438101751,Reals,CVC4/5
cvc5-1.0.8,143.714143341428,Reals,CVC4/5
cvc5-1.0.9,143.82699768214,Reals,CVC4/5
cvc5-1.1.0,144.052092400731,Reals,CVC4/5
cvc5-1.1.1,144.697696209492,Reals,CVC4/5
cvc5-1.1.2,142.247876313131,Reals,CVC4/5
z3-4.10.0,62.8458373419554,Reals,Z3
z3-4.10.1,62.924644863571,Reals,Z3
z3-4.10.2,62.7144165063029,Reals,Z3
z3-4.11.0,62.2269172539129,Reals,Z3
z3-4.11.2,62.0337218375003,Reals,Z3
z3-4.12.0,58.8287085375135,Reals,Z3
z3-4.12.1,59.316394934297,Reals,Z3
z3-4.12.2,55.6083344988852,Reals,Z3
z3-4.12.3,57.3768676721418,Reals,Z3
z3-4.12.4,57.3278703727366,Reals,Z3
z3-4.12.5,57.0599799914971,Reals,Z3
z3-4.12.6,57.6105855311462,Reals,Z3
z3-4.13.0,57.444197964636,Reals,Z3
z3-4.5.0,122.072044501754,Reals,Z3
z3-4.6.0,115.643270935346,Reals,Z3
z3-4.7.1,97.3721275537387,Reals,Z3
z3-4.8.1,94.2469634690472,Reals,Z3
z3-4.8.10,101.042390054741,Reals,Z3
z3-4.8.11,64.3105697014451,Reals,Z3
z3-4.8.12,65.0659022822786,Reals,Z3
z3-4.8.13,64.2190005392015,Reals,Z3
z3-4.8.14,64.1906458623885,Reals,Z3
z3-4.8.15,63.5323902236509,Reals,Z3
z3-4.8.16,63.0107866961672,Reals,Z3
z3-4.8.17,62.7657707363565,Reals,Z3
z3-4.8.3,93.7947816163028,Reals,Z3
z3-4.8.4,93.7907135931512,Reals,Z3
z3-4.8.5,94.1044319872947,Reals,Z3
z3-4.8.6,89.063270714506,Reals,Z3
z3-4.8.7,88.9890290537055,Reals,Z3
z3-4.8.8,95.4361831327623,Reals,Z3
z3-4.8.9,101.760293167503,Reals,Z3
z3-4.9.0,62.3450610910009,Reals,Z3
z3-4.9.1,62.3098228273827,Reals,Z3
cvc4-1.5,187.66097278266,Strings,CVC4/5
cvc4-1.6,172.793354813216,Strings,CVC4/5
cvc4-1.7,170.17639922715,Strings,CVC4/5
cvc4-1.8,126.793463541894,Strings,CVC4/5
cvc5-0.0.10,116.242972755064,Strings,CVC4/5
cvc5-0.0.11,116.605459764307,Strings,CVC4/5
cvc5-0.0.12,117.048228474444,Strings,CVC4/5
cvc5-0.0.2,132.96415030354,Strings,CVC4/5
cvc5-0.0.3,135.55561574426,Strings,CVC4/5
cvc5-0.0.4,141.533069049809,Strings,CVC4/5
cvc5-0.0.5,140.428122654668,Strings,CVC4/5
cvc5-0.0.6,140.455038813391,Strings,CVC4/5
cvc5-0.0.7,140.394911764676,Strings,CVC4/5
cvc5-0.0.8,115.742358902047,Strings,CVC4/5
cvc5-1.0.0,116.696145465623,Strings,CVC4/5
cvc5-1.0.1,117.070111626027,Strings,CVC4/5
cvc5-1.0.2,117.649565188653,Strings,CVC4/5
cvc5-1.0.3,116.100322194781,Strings,CVC4/5
cvc5-1.0.4,115.410271362436,Strings,CVC4/5
cvc5-1.0.5,115.242902207037,Strings,CVC4/5
cvc5-1.0.6,135.901205873162,Strings,CVC4/5
cvc5-1.0.7,135.435998054639,Strings,CVC4/5
cvc5-1.0.8,134.680879191062,Strings,CVC4/5
cvc5-1.0.9,136.380345428419,Strings,CVC4/5
cvc5-1.1.0,136.404748892545,Strings,CVC4/5
cvc5-1.1.1,135.814407708663,Strings,CVC4/5
cvc5-1.1.2,134.073257468977,Strings,CVC4/5
z3-4.10.0,53.9279711303668,Strings,Z3
z3-4.10.1,54.0861254257788,Strings,Z3
z3-4.10.2,53.9085388277796,Strings,Z3
z3-4.11.0,55.3902248566993,Strings,Z3
z3-4.11.2,53.3686945764921,Strings,Z3
z3-4.12.0,53.2259776810043,Strings,Z3
z3-4.12.1,53.6161298914853,Strings,Z3
z3-4.12.2,48.8599721899702,Strings,Z3
z3-4.12.3,50.3066665233786,Strings,Z3
z3-4.12.4,50.2458009210545,Strings,Z3
z3-4.12.5,50.06883928768,Strings,Z3
z3-4.12.6,50.2238917374796,Strings,Z3
z3-4.13.0,50.0825947386163,Strings,Z3
z3-4.5.0,57.6184781538589,Strings,Z3
z3-4.6.0,88.5921438232949,Strings,Z3
z3-4.7.1,74.8231394748541,Strings,Z3
z3-4.8.1,85.0735795669051,Strings,Z3
z3-4.8.10,89.8422942841313,Strings,Z3
z3-4.8.11,55.7803869628813,Strings,Z3
z3-4.8.12,56.3727997773599,Strings,Z3
z3-4.8.13,56.1892571233529,Strings,Z3
z3-4.8.14,55.6479837534695,Strings,Z3
z3-4.8.15,55.2638277938374,Strings,Z3
z3-4.8.16,54.8680455723769,Strings,Z3
z3-4.8.17,53.3381269480882,Strings,Z3
z3-4.8.3,83.6776555071738,Strings,Z3
z3-4.8.4,84.0223543353915,Strings,Z3
z3-4.8.5,84.0228784965768,Strings,Z3
z3-4.8.6,66.7690567075538,Strings,Z3
z3-4.8.7,69.3706426792353,Strings,Z3
z3-4.8.8,63.9652674264561,Strings,Z3
z3-4.8.9,86.0305083472811,Strings,Z3
z3-4.9.0,53.5491634939253,Strings,Z3
z3-4.9.1,53.4810425774985,Strings,Z3
